gender,race,age,education,church_goer,patriotism,health_insurance,discuss_politics,political_interest,ideology,pid3,pid7,voted,votechoice,obama_muslim,climate_change,cc_caused_by_man,same_sex_wedding,econ_health,birthright_citizenship,build_wall,affirmative_action,corrupt_government,bathroom_policy,gay_marriage,death_penalty,rel_important,rel_daily_guidance,rel_bible_word,rel_attend_church,happy_life
2,1,na,13,2,2,1,2,3,99,1,2,0,na,2,1,3,2,4,1,1,2,3,1,1,1,2,na,2,na,2
2,1,73,14,1,1,1,1,2,4,2,6,1,1,2,1,1,1,3,1,2,2,3,2,1,1,2,na,3,na,4
2,1,62,9,2,1,1,1,4,3,1,2,1,2,1,1,1,2,3,1,1,2,2,2,1,1,2,na,3,na,1
2,1,39,13,1,2,1,1,1,3,3,4,1,1,2,1,1,1,2,2,2,2,3,1,2,2,1,3,1,na,1
2,1,59,10,2,2,1,2,4,99,3,4,1,2,1,1,1,1,4,1,3,2,2,1,2,1,1,1,2,na,3
2,1,37,13,2,2,1,2,3,99,1,2,0,na,1,1,1,2,3,3,1,2,4,1,1,2,1,1,2,na,4
1,1,73,10,1,1,1,1,2,5,2,6,1,3,1,1,2,1,2,1,2,2,4,2,1,1,1,2,2,na,2
1,6,53,9,2,1,1,1,1,5,3,5,1,3,2,2,2,1,3,1,1,2,2,1,2,1,2,na,2,na,3
2,1,na,13,1,1,1,1,2,5,3,5,1,na,2,1,2,1,4,2,2,2,3,1,1,1,1,1,2,na,1
1,5,56,10,1,1,1,1,2,99,3,5,1,2,2,1,1,1,3,2,2,2,2,1,3,2,1,3,1,2,5
2,1,65,16,2,4,1,1,2,2,1,1,1,1,2,1,3,2,2,3,2,1,3,2,1,2,2,na,3,na,2
1,2,26,12,1,5,2,2,2,2,3,4,0,na,2,1,3,2,5,3,2,3,5,2,3,2,1,3,1,na,4
1,2,66,10,1,4,1,1,3,99,1,1,1,1,2,1,1,1,4,3,2,1,1,1,2,2,1,3,1,2,2
2,1,28,10,1,1,1,1,2,7,2,7,1,2,2,1,3,2,5,2,1,3,1,2,1,1,1,3,1,1,1
2,1,55,9,2,1,1,1,2,6,2,7,0,na,na,2,3,1,3,1,3,2,3,1,2,1,1,2,2,na,2
2,2,70,10,1,na,1,na,na,4,1,1,na,na,na,1,2,1,3,1,2,1,4,2,3,1,1,3,1,na,3
2,3,34,11,1,6,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,3,3,2,1,1,1,3,2,na,2
1,1,49,13,1,1,1,1,1,6,5,5,1,2,2,1,2,1,4,1,1,2,3,1,1,1,1,1,1,na,2
1,1,77,14,2,2,1,1,3,1,1,1,1,1,2,1,3,2,2,1,2,3,3,2,1,2,2,na,3,na,2
2,1,39,10,1,1,2,1,2,99,2,6,0,na,2,1,1,1,5,1,1,2,3,1,1,1,1,3,1,na,4
2,5,25,10,2,4,1,1,2,4,3,3,na,na,2,2,2,2,3,1,2,3,2,2,1,1,1,3,3,na,3
2,1,58,13,1,1,1,1,2,6,2,7,1,2,1,2,3,1,5,2,1,2,2,2,1,1,1,3,2,1,1
1,1,50,14,2,2,1,1,2,3,1,1,1,1,2,1,1,1,2,3,2,3,4,2,1,1,2,na,3,na,2
2,1,50,12,2,2,1,1,2,4,2,6,1,1,2,1,1,2,2,3,2,2,4,2,1,2,2,na,2,na,1
1,1,54,16,1,2,1,1,2,5,2,6,0,na,2,1,3,1,2,2,2,2,3,2,2,2,1,3,2,2,1
1,1,69,11,1,2,1,1,1,4,1,1,1,1,2,1,3,2,2,2,2,2,3,1,3,2,1,3,2,1,2
1,3,50,14,1,2,1,1,2,4,3,3,0,na,2,1,2,2,2,3,2,3,4,2,3,1,1,3,3,na,3
1,1,64,13,2,na,1,na,na,4,3,4,na,na,na,1,3,1,2,1,1,3,4,1,1,1,2,na,3,na,3
2,1,41,13,1,1,1,1,2,6,2,7,1,2,2,1,1,2,3,1,1,2,3,1,1,2,1,2,2,na,1
1,1,61,13,2,1,1,1,3,6,2,7,1,2,2,1,3,2,4,3,3,2,2,1,1,1,2,na,2,na,2
1,1,34,9,1,1,1,1,2,99,2,7,1,2,1,2,3,1,4,3,1,2,3,1,2,2,1,3,1,na,2
2,1,73,8,2,2,1,1,3,99,5,4,0,na,2,1,3,1,4,3,2,2,2,1,2,1,2,na,3,na,4
3,5,24,12,2,4,1,1,2,2,1,1,0,na,2,1,1,2,4,2,2,2,2,2,1,1,2,na,3,na,4
2,3,55,13,2,na,1,na,na,99,1,1,na,na,na,1,1,2,3,3,2,3,4,2,1,2,1,3,1,na,3
2,1,66,8,2,na,1,na,na,4,1,1,na,na,na,1,3,2,4,2,2,1,2,2,1,2,1,2,1,na,3
1,4,52,9,1,1,2,1,1,4,3,3,na,na,2,1,3,1,4,2,3,1,2,1,3,1,1,1,1,na,3
1,1,42,14,1,2,1,1,1,2,1,1,1,1,2,1,1,1,3,2,2,3,3,2,1,1,2,na,3,na,2
2,1,37,13,2,2,1,1,3,3,1,2,na,na,2,1,3,2,5,2,2,3,4,2,1,1,1,3,2,na,3
2,1,59,11,1,na,1,na,na,2,3,4,na,na,na,1,1,1,4,1,3,2,2,2,1,1,1,1,2,na,3
2,1,na,14,1,1,1,2,3,2,1,1,0,na,1,1,1,1,2,2,2,2,4,2,2,1,1,2,2,na,2
1,1,27,14,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,4,2,1,2,2,na,3,na,2
1,1,75,13,2,4,1,1,2,4,3,4,1,3,2,1,3,2,4,2,3,2,3,2,1,2,2,na,3,na,2
1,5,38,13,2,2,2,2,3,3,3,3,na,na,1,1,1,1,2,2,2,2,2,1,2,1,2,na,3,na,3
2,1,67,10,2,3,1,1,3,99,3,5,na,na,2,1,3,2,4,1,1,3,3,1,1,1,2,na,2,na,5
2,5,49,15,2,na,1,na,na,1,1,1,na,na,na,1,1,2,2,2,2,1,4,2,1,2,2,na,3,na,2
2,5,34,9,2,4,2,2,2,99,3,4,1,1,2,1,1,2,4,2,2,3,2,2,1,1,2,na,3,na,3
2,1,34,14,1,1,1,1,1,6,2,7,1,2,1,2,1,1,2,1,1,2,2,1,2,1,1,3,1,2,1
1,4,na,14,1,1,1,1,2,6,5,5,1,2,2,2,2,1,4,1,1,2,4,1,2,1,1,2,2,na,2
2,2,28,10,2,7,2,1,1,6,3,3,0,na,2,1,3,2,4,1,1,1,3,1,1,1,2,na,3,na,3
2,1,54,14,2,7,1,1,1,1,1,1,1,1,2,1,1,2,4,2,2,3,4,2,1,2,2,na,na,na,4
2,5,33,9,1,1,1,1,2,5,1,1,1,1,2,1,1,1,4,2,3,1,3,1,2,2,1,3,1,na,2
2,1,32,5,1,1,2,2,4,99,3,4,na,na,1,2,3,2,3,1,2,3,3,1,1,1,2,na,1,na,3
2,1,41,13,2,na,1,na,na,99,3,3,na,na,na,1,1,2,3,2,2,3,3,1,1,2,2,na,3,na,3
2,1,78,13,1,1,1,1,3,6,2,7,1,2,1,2,2,1,5,3,1,2,2,1,1,1,1,1,2,na,3
2,6,61,12,1,na,1,na,na,6,2,7,na,na,na,1,2,2,4,2,1,2,4,1,2,1,1,3,1,2,2
1,5,na,10,1,1,1,1,1,7,5,5,1,2,1,2,3,1,4,3,1,2,2,1,2,1,1,3,1,2,2
2,1,53,16,1,na,1,na,na,4,1,2,na,na,na,2,3,1,5,3,3,3,2,2,1,1,1,2,1,1,4
1,2,64,13,1,na,1,na,na,4,3,4,1,1,na,1,1,1,2,2,2,1,4,1,3,1,1,3,1,2,2
2,1,67,14,1,2,1,1,1,4,3,4,1,1,2,1,3,2,4,3,2,2,2,2,1,2,1,1,3,na,3
1,1,28,13,1,1,1,1,2,7,2,7,1,2,2,1,3,1,3,1,3,2,4,1,2,1,1,3,1,na,3
1,1,32,13,1,1,1,1,1,6,2,7,1,2,2,2,2,1,2,1,1,2,2,1,3,2,1,3,1,2,2
2,5,26,10,1,4,1,1,3,99,3,4,1,1,2,1,3,2,3,3,3,3,4,2,1,1,2,na,3,na,3
1,1,38,9,1,na,1,na,na,6,2,7,na,na,na,2,1,1,4,1,1,2,2,1,1,1,1,2,1,na,2
1,1,32,13,2,1,1,1,1,5,2,6,1,3,2,1,1,1,5,1,1,2,2,2,2,2,2,na,3,na,2
2,5,38,10,1,2,1,1,1,99,5,3,na,na,2,1,1,1,1,3,3,3,4,1,3,1,1,3,1,na,2
2,1,na,14,2,2,1,2,3,99,1,2,1,1,1,2,1,2,4,1,3,3,3,1,1,1,2,na,3,na,2
2,1,47,13,2,1,1,1,2,4,1,2,1,1,2,1,1,1,3,1,2,2,3,2,1,2,1,1,2,na,2
1,5,35,10,1,2,1,1,3,99,3,3,0,na,2,2,1,2,3,2,2,3,3,2,1,1,1,2,2,na,2
2,5,47,13,1,na,1,na,na,4,3,4,na,na,na,1,3,2,4,2,2,3,3,2,1,2,1,2,2,na,2
1,1,64,10,1,1,1,1,1,7,2,7,1,2,1,1,2,1,5,2,1,2,2,1,3,1,1,3,1,2,3
2,1,56,9,2,2,1,1,2,4,1,2,0,na,2,1,1,2,3,3,2,3,4,2,1,1,2,na,2,na,3
2,2,33,10,1,4,1,1,2,4,3,4,1,5,2,1,1,1,3,1,2,3,1,1,1,1,1,2,2,na,3
1,5,46,9,1,1,2,1,2,4,1,1,1,1,2,1,3,1,3,2,2,1,4,2,2,2,1,3,2,na,3
2,1,68,10,1,1,1,1,3,2,1,1,1,1,2,1,3,2,2,2,3,3,4,2,1,2,1,2,2,na,2
2,1,60,13,1,na,1,na,na,99,1,2,na,na,na,1,1,2,4,1,2,3,3,2,1,1,2,na,2,na,2
2,1,66,14,1,1,2,1,2,99,3,5,1,2,2,1,3,1,4,3,1,3,2,2,2,1,1,2,2,1,3
2,1,86,13,2,4,1,1,1,1,1,1,1,1,2,1,1,2,na,2,2,1,na,2,1,2,2,na,3,na,2
1,1,34,11,2,na,1,na,na,2,1,2,na,na,na,1,3,2,4,3,2,2,3,2,1,1,1,1,2,na,3
1,1,89,16,1,na,1,na,na,6,1,2,na,na,na,1,1,1,2,2,2,3,4,1,2,2,1,3,2,2,1
1,3,36,14,1,na,1,na,na,4,1,2,na,na,na,1,2,1,3,1,2,3,4,2,1,2,1,1,2,2,3
2,1,65,10,1,na,1,na,na,5,3,3,na,na,na,2,3,1,4,1,3,2,3,1,1,1,1,2,2,na,2
2,1,27,10,2,3,1,1,2,2,3,3,1,3,2,1,3,2,4,1,2,2,2,2,1,2,2,na,3,na,2
1,1,44,13,2,1,1,1,1,3,1,2,1,1,2,1,1,2,2,2,2,2,4,2,1,2,2,na,3,na,2
1,1,25,10,1,3,1,1,3,4,3,5,0,na,2,1,1,1,4,3,3,1,2,1,1,1,2,na,2,na,2
2,1,75,14,1,1,1,1,2,4,3,3,1,1,2,1,3,2,2,3,2,2,4,2,1,1,1,3,2,na,1
1,1,69,13,2,na,1,na,na,4,3,3,na,na,na,1,3,1,2,2,2,3,4,2,1,1,2,na,3,na,2
1,1,72,11,1,na,1,na,na,99,1,2,na,na,na,1,3,1,2,2,2,3,4,1,1,2,1,2,1,1,2
1,1,47,11,1,1,1,1,2,7,2,7,1,2,1,1,1,2,4,1,1,3,3,1,1,1,2,na,2,na,3
2,1,37,13,2,2,1,1,2,3,3,4,1,2,1,1,1,1,2,2,2,2,3,1,1,1,2,na,3,na,1
2,1,43,13,2,na,1,na,na,7,2,7,na,na,na,1,3,1,4,1,2,2,4,1,2,1,1,3,2,na,1
1,1,31,14,1,1,1,1,1,5,3,5,1,2,2,2,2,1,4,1,1,2,3,1,2,1,1,1,1,na,3
2,1,76,95,2,2,1,1,1,6,3,4,1,2,1,1,3,1,5,1,1,2,3,1,2,2,2,na,3,na,3
2,1,na,13,1,1,1,1,2,4,3,4,1,3,2,1,3,1,3,2,2,2,3,na,na,2,1,3,2,na,1
1,1,60,14,1,1,1,1,3,99,3,5,0,na,2,1,3,1,3,3,3,3,4,2,3,2,1,3,2,na,2
2,1,74,10,1,1,1,1,2,6,2,7,1,2,1,2,2,1,5,1,1,2,2,1,2,1,1,2,2,na,3
2,2,39,13,2,4,1,1,2,3,1,1,1,1,2,1,3,2,2,2,3,3,4,2,1,2,1,3,2,na,3
1,1,34,9,2,4,2,1,2,1,1,1,1,1,2,1,1,2,4,3,2,2,2,1,1,2,1,3,1,na,3
1,1,63,13,2,1,1,1,2,4,3,3,1,1,2,1,3,2,2,1,2,2,3,2,1,1,2,na,2,na,1
1,1,61,9,2,2,1,1,1,2,1,1,1,1,2,1,3,2,2,2,1,3,3,2,1,1,1,2,3,na,2
1,3,77,15,1,1,1,2,2,7,3,5,0,na,1,2,3,1,2,1,2,2,3,1,3,1,1,3,2,1,2
2,1,39,14,2,4,1,1,3,4,3,4,na,na,2,1,3,2,4,3,2,2,2,1,1,2,2,na,3,na,4
2,2,48,13,1,4,1,1,2,99,1,1,1,na,2,2,2,1,4,1,1,1,1,1,3,2,1,2,1,2,2
1,1,35,13,2,4,1,1,1,3,1,1,1,1,2,1,1,2,2,2,2,3,3,2,1,1,2,na,3,na,1
1,1,59,15,1,4,1,1,3,5,3,5,1,2,2,1,3,1,5,3,3,3,3,2,2,2,1,2,2,na,5
2,1,64,9,1,na,1,na,na,7,2,7,na,na,na,1,1,1,5,2,1,2,3,1,3,1,1,3,1,na,na
1,1,56,13,1,2,1,1,1,6,5,4,1,2,2,1,2,1,5,1,2,2,4,1,2,1,2,na,3,na,2
2,1,21,8,2,na,2,na,na,99,1,1,na,na,na,1,3,2,4,2,1,2,3,1,1,1,2,na,2,na,3
1,1,44,9,2,na,1,na,na,99,3,4,na,na,na,1,1,1,3,3,3,3,3,1,1,1,1,1,3,na,3
1,1,64,9,2,3,1,2,4,4,3,4,na,na,2,1,3,1,4,1,1,3,2,1,2,1,1,2,2,na,2
2,3,37,9,1,1,1,1,1,99,2,6,1,2,1,1,1,1,3,1,1,3,3,1,2,1,2,na,3,na,3
1,1,64,15,2,4,1,1,1,2,1,1,1,1,2,1,1,2,3,2,2,2,2,2,1,2,2,na,3,na,4
2,6,64,14,1,na,1,na,na,6,2,7,na,na,na,1,2,1,5,3,1,2,2,1,3,1,1,3,1,na,4
2,1,61,9,1,na,1,na,na,3,3,4,na,na,na,1,3,2,4,3,2,2,2,2,1,1,1,3,2,na,2
1,1,46,9,2,1,2,1,2,4,3,5,na,na,1,1,3,1,5,2,3,3,4,1,2,1,1,2,1,na,3
1,2,36,14,1,4,1,2,3,2,1,1,1,1,2,1,1,2,3,3,1,3,3,2,1,1,1,3,2,na,2
2,1,56,10,2,1,1,1,3,4,3,5,0,na,1,1,3,2,4,3,3,3,3,2,1,1,2,na,2,na,4
1,1,67,13,1,1,1,1,2,6,2,7,1,5,2,1,3,1,3,3,3,3,3,1,2,1,1,3,2,1,2
2,1,82,10,1,1,1,1,3,4,2,7,1,2,1,1,3,1,4,3,1,3,2,1,3,1,1,3,1,na,2
1,1,23,9,1,4,1,1,3,99,1,1,na,na,1,1,1,2,4,3,2,3,3,1,1,2,1,1,1,na,3
2,1,45,9,1,1,1,1,2,99,2,6,1,2,1,2,3,1,4,1,1,2,2,1,3,2,2,na,3,na,3
2,1,64,13,1,1,1,1,4,4,1,2,1,1,2,1,3,2,5,1,1,3,4,1,1,1,1,3,2,na,3
1,5,33,10,2,2,1,1,1,5,2,6,1,2,1,1,3,2,5,1,1,2,2,2,1,1,2,na,3,na,3
1,1,59,14,2,4,1,1,2,4,3,3,1,1,2,1,1,2,3,2,2,3,4,2,1,1,2,na,3,na,3
2,1,53,9,1,1,2,1,2,99,1,2,1,2,2,1,1,1,4,2,1,2,2,1,3,1,1,3,1,na,1
2,2,57,9,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,3,2,1,1,1,2,2,na,2
2,1,84,10,2,1,1,1,1,3,1,1,1,1,2,1,1,2,2,1,3,2,3,1,1,1,2,na,3,na,2
2,1,64,11,1,na,1,na,na,99,2,7,na,na,na,1,3,1,4,3,1,3,2,2,1,2,1,2,1,na,3
1,5,42,10,1,na,1,na,na,4,2,7,na,na,na,1,1,1,4,1,1,1,3,2,2,1,1,3,1,na,3
1,1,66,13,2,1,1,1,2,6,3,5,1,2,2,1,3,1,4,1,3,2,3,1,1,1,2,na,2,na,3
2,1,56,10,1,na,2,na,na,7,2,7,na,na,na,2,2,1,5,1,1,2,3,1,3,1,1,2,1,na,4
na,na,na,10,1,6,1,1,4,99,3,4,1,5,2,1,1,2,4,3,3,2,3,1,1,2,1,3,3,na,2
2,1,20,9,1,na,1,na,na,99,3,4,na,na,na,1,3,2,4,2,3,1,1,2,1,2,2,na,2,na,4
1,1,49,14,2,1,1,1,1,6,2,7,0,na,2,1,3,1,3,1,1,2,3,1,1,2,2,na,2,na,3
1,1,60,13,2,4,1,2,4,99,5,4,1,2,1,1,2,1,5,1,3,3,1,1,1,1,2,na,3,na,5
1,1,44,9,1,2,1,1,1,4,1,1,1,1,1,1,1,1,5,3,2,3,2,1,3,1,1,3,1,1,1
1,1,24,13,1,1,1,2,1,99,1,2,1,3,2,1,3,2,3,3,3,3,3,1,1,1,2,na,2,na,2
2,na,29,13,1,2,1,1,3,3,3,5,1,2,1,1,1,2,4,1,3,2,2,2,1,1,1,1,2,na,2
2,1,65,13,1,1,1,1,2,6,2,7,1,2,1,2,3,2,4,3,1,3,3,1,2,1,1,1,2,1,2
1,5,45,15,1,1,1,1,2,6,3,5,1,2,2,1,3,1,4,2,2,1,1,1,2,2,1,3,2,2,2
1,1,39,14,1,1,1,1,2,5,3,5,1,2,2,1,3,2,3,1,2,2,4,1,1,1,2,na,3,na,2
1,1,35,12,2,4,1,1,2,4,3,4,0,na,1,1,3,1,4,1,1,3,2,2,2,1,2,na,3,na,4
2,5,48,13,1,2,2,1,1,6,1,2,0,na,1,1,1,2,4,1,2,1,3,1,3,1,1,3,2,na,3
2,5,62,8,2,2,1,1,3,99,1,1,1,1,2,2,3,2,3,3,2,3,5,2,1,1,2,na,2,na,2
2,1,66,13,1,1,1,1,2,5,1,2,1,2,1,1,3,1,4,1,3,3,2,1,3,1,1,3,1,2,2
2,1,69,13,1,2,1,1,2,5,3,3,1,1,2,1,1,2,2,2,2,1,4,2,2,2,1,2,2,na,3
1,1,68,10,2,na,2,na,na,6,2,7,na,na,na,1,3,1,5,1,1,2,2,1,2,2,1,2,2,na,2
2,1,73,6,2,1,1,1,4,99,3,4,1,2,2,2,1,1,5,2,1,2,1,1,3,1,1,1,2,na,3
1,1,58,10,1,1,1,1,2,6,2,7,1,2,1,2,3,1,4,1,3,3,2,1,3,1,1,1,2,na,2
2,1,54,11,2,1,2,1,2,99,1,1,0,na,2,1,1,2,3,1,2,3,2,2,1,1,1,2,2,na,3
2,1,70,9,1,1,1,1,3,4,1,2,1,4,1,2,3,2,3,2,2,3,4,1,1,1,1,1,2,na,2
2,1,50,9,2,1,1,1,2,2,2,6,1,2,2,1,1,2,4,1,1,3,3,2,1,1,2,na,1,na,3
1,5,69,12,1,1,1,1,2,6,3,5,1,2,2,1,2,1,4,1,1,1,2,1,3,1,1,2,2,na,3
2,1,44,15,2,2,1,2,4,4,1,2,1,1,2,1,1,2,3,3,3,3,2,2,1,2,2,na,3,na,2
2,2,56,12,1,2,1,1,3,99,1,2,0,na,2,1,3,2,2,1,3,2,4,1,2,1,1,1,1,na,2
2,1,59,10,2,4,1,1,2,99,1,1,1,1,2,1,1,2,3,3,2,3,3,2,1,1,2,na,2,na,3
1,1,53,16,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,4,2,2,2,1,3,1,na,3
2,2,60,13,1,4,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,3,2,2,1,2,1,1,3,na,4
2,5,58,11,2,2,1,1,4,5,3,3,0,na,na,1,1,1,3,2,2,3,3,1,3,2,1,3,1,na,3
1,6,31,13,2,3,1,1,2,4,5,4,1,1,2,1,1,1,3,3,3,3,2,1,1,1,2,na,3,na,3
1,1,33,11,2,1,1,1,3,99,2,6,na,na,2,1,1,2,3,2,2,3,4,1,1,1,2,na,2,na,4
1,1,48,14,2,1,1,1,4,5,3,4,1,2,2,1,1,2,4,3,3,2,2,2,2,1,2,na,3,na,2
1,3,54,9,2,na,1,na,na,99,1,1,na,na,na,1,1,1,2,3,3,3,4,2,1,2,2,na,2,na,2
2,3,46,13,1,1,1,1,3,5,2,6,1,2,1,2,3,1,4,3,1,3,2,1,1,2,1,2,2,na,2
1,1,34,9,1,3,1,1,2,3,3,4,0,na,2,1,1,2,2,2,3,2,4,1,1,1,2,na,3,na,2
1,2,32,12,1,na,1,na,na,99,1,1,na,na,na,1,1,1,4,3,3,3,2,2,1,1,1,2,2,na,2
1,1,35,13,1,1,2,1,1,4,1,1,1,1,2,1,3,1,3,2,2,3,4,2,1,1,1,2,2,1,4
1,5,36,11,1,4,1,1,1,4,3,3,na,na,2,2,3,2,3,3,3,3,3,2,2,1,1,2,1,na,4
2,1,80,10,1,1,1,1,2,99,1,1,1,1,2,1,3,2,4,3,1,3,3,2,3,1,1,2,2,2,3
2,1,31,11,1,na,1,na,na,99,2,7,na,na,na,1,1,1,3,3,2,3,3,2,2,2,2,na,1,na,2
1,3,68,16,1,1,1,1,2,6,2,6,0,na,na,1,3,1,3,2,2,3,3,1,3,1,2,na,2,na,3
2,3,65,9,1,na,2,na,na,4,1,2,na,na,na,1,1,2,4,1,2,3,2,2,1,1,2,na,2,na,3
1,2,40,13,1,2,1,1,1,4,1,1,1,1,2,1,2,1,2,2,2,1,3,1,3,2,1,3,1,1,3
1,5,20,12,2,2,1,2,3,99,1,2,0,na,2,1,1,1,3,2,3,3,2,1,2,2,1,1,2,na,1
1,1,58,6,1,1,1,2,4,99,2,6,na,na,1,2,3,1,4,2,3,1,2,1,3,2,1,3,1,2,1
1,1,43,14,1,1,1,1,2,5,2,6,1,2,2,1,3,2,2,1,1,2,3,1,2,1,1,3,2,na,3
1,1,36,9,2,1,1,1,2,99,1,1,1,1,1,1,2,2,3,1,1,3,3,1,1,1,1,3,3,na,4
1,1,49,16,1,1,1,1,1,6,2,7,1,2,2,1,2,1,4,1,1,2,3,1,2,1,1,3,1,2,2
1,1,20,12,1,na,1,na,na,6,3,5,na,na,na,1,3,1,4,3,3,3,2,1,1,1,1,1,2,na,3
1,1,56,10,2,1,1,1,2,6,2,7,1,2,2,1,3,1,2,1,1,2,2,1,1,1,1,1,2,na,3
2,1,46,10,2,3,1,1,2,4,3,5,1,3,1,2,3,2,4,3,3,2,2,na,1,na,2,na,2,na,3
2,1,76,10,2,1,1,1,2,6,3,5,1,2,1,2,2,2,5,1,1,2,2,1,2,1,2,na,3,na,2
1,5,19,10,2,4,2,2,3,3,1,1,1,1,2,1,1,2,2,2,2,1,3,2,1,2,2,na,3,na,2
2,1,32,12,2,1,1,1,2,99,3,4,1,2,1,1,3,1,4,1,3,2,3,1,1,1,2,na,3,na,2
1,1,36,9,2,na,1,na,na,99,3,4,na,na,na,1,1,2,4,3,2,3,4,2,1,1,2,na,2,na,3
2,1,39,14,2,3,1,1,2,1,1,2,1,1,2,1,3,2,3,2,2,2,4,2,1,2,2,na,3,na,3
1,1,59,14,1,1,1,1,2,6,3,5,1,2,2,2,1,2,3,3,3,2,3,1,1,1,1,3,2,na,2
2,1,41,16,1,6,1,1,1,2,3,3,1,1,2,1,1,2,2,1,2,3,3,2,1,2,2,na,3,na,2
1,5,34,9,2,2,1,1,2,99,3,4,0,na,2,1,1,2,4,3,3,1,4,2,1,1,2,na,2,na,3
2,1,30,12,1,1,1,1,4,99,2,6,1,2,1,1,3,1,5,3,3,3,2,2,1,1,1,3,1,1,3
2,1,39,14,1,1,1,1,1,7,2,6,1,2,1,2,2,1,5,3,1,2,2,1,3,1,1,3,1,na,2
1,na,na,14,1,1,1,1,1,5,2,7,0,na,2,2,2,1,4,1,1,2,3,1,na,2,1,2,2,na,2
2,1,57,10,1,2,1,1,2,6,3,4,1,2,1,1,3,1,4,3,1,3,3,1,2,2,1,3,1,2,2
1,2,33,10,1,2,1,1,4,99,1,1,na,na,2,1,1,1,3,1,1,2,4,1,3,1,1,1,1,1,4
2,1,35,13,2,2,1,1,2,2,3,3,0,na,2,1,3,2,4,2,2,2,2,2,1,2,2,na,3,na,4
2,1,57,13,2,1,1,1,2,4,1,2,1,1,2,1,1,2,2,1,2,1,4,2,1,1,1,3,2,na,3
1,1,59,9,2,1,1,1,2,4,2,7,1,2,1,1,1,1,3,1,1,2,2,1,3,1,2,na,na,na,4
1,1,85,10,1,1,1,1,1,7,2,7,1,2,na,1,2,1,4,1,1,2,2,1,2,1,1,2,2,1,2
1,1,74,9,1,1,1,1,2,6,2,7,1,2,2,2,2,1,3,1,3,2,3,1,2,1,1,2,1,na,2
2,1,31,10,1,4,1,1,2,3,1,2,1,1,2,1,1,1,3,2,2,3,3,2,1,1,1,1,3,na,2
1,5,21,12,2,1,1,2,2,99,1,2,1,1,2,1,1,2,3,2,2,3,3,2,1,1,2,na,3,na,2
1,2,26,9,1,1,1,1,4,7,1,1,1,1,2,1,2,1,1,2,3,1,5,1,1,1,1,3,1,2,3
1,1,68,13,1,1,1,2,3,6,2,7,1,2,1,1,3,1,3,3,3,3,4,1,3,1,1,3,2,1,3
1,1,31,10,1,1,1,1,3,4,3,5,0,na,2,1,1,2,4,3,3,3,3,2,1,1,1,1,2,na,3
2,1,87,10,2,1,1,1,2,6,2,7,1,5,2,1,2,1,4,1,1,2,4,2,1,1,1,2,1,na,2
1,1,22,9,2,2,1,2,3,5,3,3,0,na,2,1,1,2,4,2,2,3,1,1,1,2,2,na,2,na,5
2,1,56,15,2,na,2,na,na,4,5,4,na,na,na,1,2,2,3,2,1,2,2,2,1,1,1,2,2,na,3
2,1,32,13,2,4,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,4,2,1,2,2,na,3,na,2
1,1,63,15,1,1,1,1,1,5,2,6,1,1,2,1,1,2,3,1,2,2,4,2,1,2,1,1,3,na,2
2,3,40,9,1,na,1,na,na,99,1,1,na,na,na,2,3,2,4,3,3,3,4,2,3,1,1,3,2,na,3
3,1,33,14,2,6,1,1,1,1,3,3,1,1,2,1,1,2,3,2,2,1,4,2,1,2,2,na,3,na,3
2,1,55,9,1,1,1,1,2,4,3,3,1,2,1,1,3,1,5,1,1,2,4,1,3,2,1,3,na,1,1
1,4,27,9,2,na,2,na,na,99,3,4,na,na,na,1,3,1,5,3,3,3,2,1,1,1,2,na,3,na,2
1,1,55,14,1,1,1,1,1,4,2,7,1,5,2,1,1,2,2,2,2,3,4,2,2,1,1,3,2,2,2
1,1,69,8,1,1,1,1,2,6,2,7,1,2,1,2,2,1,3,1,1,2,2,1,3,1,1,3,1,2,3
2,2,86,9,1,na,1,na,na,4,1,1,na,na,na,1,2,2,3,2,3,2,4,2,1,2,1,3,1,1,3
2,1,80,9,1,1,1,1,2,6,2,7,1,2,1,2,2,1,3,1,3,2,2,1,3,1,1,3,1,2,1
2,5,51,14,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,3,4,2,1,2,2,na,3,na,4
2,1,61,12,2,1,2,1,2,3,1,1,1,1,2,1,1,2,5,3,2,3,2,2,1,1,1,1,3,na,2
2,na,na,na,1,na,1,na,na,6,3,4,na,na,na,1,3,1,4,1,3,2,3,1,3,1,1,3,1,na,2
1,2,63,9,1,4,1,2,3,3,1,1,1,1,2,1,1,1,4,2,2,3,3,1,3,1,1,3,1,2,2
1,1,71,10,2,1,1,1,3,4,3,3,1,1,2,1,1,2,3,1,3,2,4,1,1,1,2,na,3,na,3
1,1,46,13,2,1,1,2,3,4,1,2,1,1,2,1,1,1,3,3,3,2,3,2,1,1,2,na,3,na,3
