gender,race,age,education,church_goer,patriotism,health_insurance,discuss_politics,political_interest,ideology,pid3,pid7,voted,votechoice,obama_muslim,climate_change,cc_caused_by_man,same_sex_wedding,econ_health,birthright_citizenship,build_wall,affirmative_action,corrupt_government,bathroom_policy,gay_marriage,death_penalty,rel_important,rel_daily_guidance,rel_bible_word,rel_attend_church,happy_life
1,1,74,13,1,1,1,2,2,6,2,6,1,2,2,1,1,1,2,1,2,2,3,1,2,1,1,3,1,na,2
2,1,65,95,1,2,1,1,2,6,2,7,1,2,2,2,2,1,4,3,1,2,2,1,3,1,1,3,1,2,1
2,1,29,9,1,1,1,1,4,6,2,6,na,na,2,2,2,1,4,1,3,3,3,1,3,1,1,1,1,na,2
2,1,47,14,1,2,1,1,2,99,1,1,1,1,2,1,1,2,4,2,2,2,3,2,1,1,2,na,2,na,4
1,1,72,13,1,1,1,1,2,4,2,6,1,3,2,1,3,2,3,1,1,2,4,2,1,1,2,na,3,na,1
2,2,34,14,2,4,1,1,3,99,1,1,1,1,2,1,3,2,3,3,2,3,4,2,1,1,1,2,2,na,3
1,1,44,9,1,1,1,1,1,7,2,7,1,2,na,1,2,1,4,1,1,2,3,1,2,1,1,2,2,na,2
2,5,37,13,2,4,1,1,3,99,1,2,1,1,2,1,1,2,4,2,3,3,2,1,1,2,2,na,3,na,3
1,1,33,10,1,na,1,na,na,4,2,6,na,na,na,1,2,2,3,3,3,2,3,1,1,1,1,3,2,na,4
2,1,67,95,1,1,1,1,1,7,2,7,1,2,1,1,3,1,4,1,1,3,3,1,2,1,1,3,2,2,3
2,1,49,14,1,5,1,1,1,3,1,2,1,1,2,1,1,2,2,2,2,3,4,2,1,2,2,na,3,na,2
1,1,na,13,1,1,1,1,2,6,2,7,1,2,1,1,1,1,4,1,1,2,3,2,3,1,1,3,2,na,2
1,1,60,9,1,na,1,na,na,99,3,4,na,na,na,1,1,2,4,2,3,3,2,1,1,1,1,2,2,na,4
1,1,48,13,1,1,1,1,1,6,2,7,1,2,1,2,2,2,4,2,1,3,3,2,1,1,1,1,1,na,5
1,1,67,10,2,1,1,1,1,7,2,6,0,na,2,2,2,1,4,1,1,2,2,1,2,1,2,na,3,na,3
1,1,55,10,2,1,1,1,1,5,2,7,1,2,1,1,3,2,4,1,1,3,3,1,1,1,2,na,3,na,3
1,6,35,5,1,1,1,1,2,5,3,5,1,2,2,2,3,1,2,2,1,2,4,1,2,1,1,3,1,na,2
2,1,28,11,1,2,2,1,2,4,5,5,1,3,1,2,3,1,4,3,3,2,3,2,2,1,2,na,3,na,5
2,2,61,9,1,1,1,1,2,99,1,1,1,1,1,2,3,2,2,3,3,1,3,1,1,1,1,3,1,na,3
1,5,43,10,2,4,1,1,1,2,1,1,1,1,2,1,1,2,5,2,2,1,2,2,1,2,2,na,2,na,1
1,1,44,9,2,4,1,2,4,4,3,4,na,na,2,1,1,1,3,3,2,3,3,2,1,1,2,na,2,na,3
2,5,23,8,1,1,1,1,3,3,2,7,1,2,2,2,1,1,1,3,3,2,3,1,3,2,2,na,2,2,3
1,1,58,10,2,1,1,1,2,4,2,6,1,2,2,1,3,2,3,3,1,1,3,1,1,1,2,na,3,na,4
2,1,48,13,2,4,1,2,4,99,3,4,na,na,2,1,3,1,4,3,2,3,2,2,1,2,2,na,3,na,3
2,1,59,11,2,1,1,1,2,4,1,1,1,1,2,1,1,2,2,2,2,2,4,1,1,1,2,na,2,na,3
2,1,65,10,1,1,1,1,2,6,2,7,1,2,1,2,2,1,4,1,1,3,3,1,na,1,1,2,2,na,3
1,1,82,13,1,1,1,1,2,3,1,1,1,1,2,1,3,2,3,2,2,2,3,2,1,1,1,2,2,1,2
2,1,46,12,1,1,1,2,2,99,3,4,0,na,1,1,3,2,5,1,2,3,3,1,1,1,1,3,2,na,3
2,1,36,13,2,1,2,1,2,6,2,7,1,2,1,1,3,1,3,1,1,2,2,2,1,1,1,1,3,na,3
2,1,38,14,2,4,1,1,3,2,1,2,1,1,2,1,1,1,2,2,2,1,3,2,1,1,2,na,3,na,2
1,3,32,13,1,2,1,1,1,4,2,6,1,1,2,1,1,2,3,1,2,2,2,2,1,2,2,na,2,na,4
2,3,na,14,1,1,1,1,2,99,1,2,0,na,2,1,1,2,2,1,3,2,4,2,1,1,1,1,3,na,2
1,1,54,9,2,1,1,1,1,5,3,5,1,2,1,2,3,1,3,2,1,2,3,2,1,1,2,na,2,na,2
1,5,42,9,2,na,2,na,na,99,3,4,na,na,na,2,3,2,4,2,2,3,3,1,3,2,2,na,1,na,4
2,5,26,10,1,na,1,na,na,4,1,1,na,na,na,1,3,1,4,2,2,3,1,2,1,2,1,3,1,na,2
2,1,90,15,2,na,1,na,na,99,3,5,na,na,na,1,3,1,3,3,3,3,3,1,3,1,2,na,2,na,4
2,1,76,95,1,1,1,1,3,6,2,7,1,2,2,1,3,1,4,3,1,2,4,1,3,1,1,2,1,1,3
1,1,34,10,1,1,1,1,2,6,2,7,1,2,1,1,1,1,4,1,1,2,2,1,3,1,1,3,1,na,3
1,1,49,13,2,na,1,na,na,2,1,1,na,na,na,1,1,2,2,2,2,1,4,2,1,2,2,na,3,na,2
2,1,42,13,1,1,2,1,2,3,2,7,1,1,1,1,2,1,4,1,1,1,3,1,1,1,1,3,2,na,2
2,5,25,9,1,na,1,na,na,99,1,2,na,na,na,1,3,2,3,3,2,1,3,1,1,1,2,na,2,na,3
2,1,52,9,1,1,1,1,2,4,1,1,1,2,1,1,3,2,4,3,1,2,3,1,1,1,1,3,1,na,2
1,3,21,10,2,4,1,2,4,99,1,2,1,1,2,1,1,2,3,2,2,2,4,1,1,1,2,na,3,na,3
2,1,37,13,1,1,1,1,3,99,1,1,1,1,2,1,1,2,2,3,2,3,3,2,1,1,1,3,1,na,3
1,1,82,6,1,1,1,1,2,4,1,1,1,2,1,1,3,1,3,3,3,2,3,1,2,1,1,3,1,1,3
1,1,27,9,1,3,1,2,3,4,1,2,na,na,1,1,3,2,5,3,2,3,3,1,3,1,1,3,1,1,4
2,2,39,12,1,4,1,1,2,6,1,1,1,1,2,1,3,1,3,2,3,3,2,1,3,1,1,3,1,2,1
1,1,52,13,1,na,1,na,na,99,2,6,na,na,na,2,2,1,3,3,1,2,4,1,3,2,1,3,1,1,1

AVG(age)
49.5823089901181

gender,race,age,education,church_goer,patriotism,health_insurance,discuss_politics,political_interest,ideology,pid3,pid7,voted,votechoice,obama_muslim,climate_change,cc_caused_by_man,same_sex_wedding,econ_health,birthright_citizenship,build_wall,affirmative_action,corrupt_government,bathroom_policy,gay_marriage,death_penalty,rel_important,rel_daily_guidance,rel_bible_word,rel_attend_church,happy_life
1,1,26,13,2,1,1,1,1,5,2,6,1,2,1,1,1,1,3,1,1,2,2,1,3,2,2,na,3,na,3
1,2,58,5,1,1,1,2,3,99,1,1,1,1,na,1,3,2,4,3,2,2,2,2,1,1,1,3,2,na,3
2,1,40,7,2,na,1,na,na,99,3,5,na,na,na,1,3,1,4,3,3,2,3,1,1,1,1,3,2,na,3
2,1,86,10,2,na,1,na,na,2,3,3,na,na,na,1,3,1,3,2,2,2,4,1,2,1,1,1,2,na,3
1,5,30,13,2,1,1,1,1,4,5,5,1,3,2,2,1,2,3,2,2,3,4,na,1,2,1,1,2,na,3
1,1,51,9,2,4,1,1,3,99,1,1,na,na,2,1,1,2,5,1,2,2,4,1,2,2,1,na,2,na,3
1,5,46,14,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,4,2,1,2,2,na,3,na,3
2,1,32,12,2,1,2,1,2,3,2,6,1,2,2,2,1,1,4,2,1,2,3,2,1,1,2,na,3,na,3
na,1,68,13,1,1,1,2,3,2,3,4,na,na,2,1,2,2,3,2,2,2,4,2,1,1,1,2,2,na,3
1,1,69,13,1,1,1,1,1,7,3,5,1,2,1,2,3,1,5,1,1,1,2,1,3,1,1,3,1,na,3
1,1,54,11,1,1,1,1,1,4,2,7,1,2,1,1,3,1,5,1,3,3,2,1,3,1,1,3,1,2,3
2,2,26,10,1,6,1,1,2,2,1,2,1,1,2,1,3,2,3,2,2,1,2,1,1,2,1,2,2,na,3
2,1,39,12,1,1,1,1,2,4,3,5,1,2,2,1,2,2,5,1,1,2,2,2,1,1,2,na,3,na,3
2,5,29,13,1,1,2,1,3,6,3,4,na,na,2,1,3,1,3,2,2,1,na,1,1,2,1,3,1,1,3
1,6,45,95,2,2,1,1,2,2,1,1,0,na,2,1,3,2,3,1,3,1,1,na,1,2,2,na,3,na,3
1,2,64,8,1,na,2,na,na,99,1,2,1,1,na,1,3,1,4,1,1,1,3,1,3,2,1,2,3,na,3
1,1,55,11,1,1,1,1,2,6,2,6,1,2,2,1,3,1,3,2,1,2,3,1,2,1,1,3,2,na,3
2,2,76,10,1,2,1,2,2,99,1,1,1,1,2,1,2,1,4,1,2,1,2,1,1,2,1,3,1,na,3
2,1,47,9,1,na,2,na,na,99,1,1,na,na,na,1,3,1,4,3,3,1,3,2,1,1,1,3,1,na,3
1,1,45,12,2,4,1,1,1,2,1,1,0,na,2,1,1,2,2,2,2,1,4,2,1,2,2,na,3,na,3
2,5,27,7,2,2,1,2,3,99,1,2,1,1,2,1,3,2,2,2,3,2,3,1,1,2,2,na,1,na,3
2,1,46,10,1,2,1,1,1,4,3,5,1,2,1,1,3,2,4,2,1,3,3,2,1,2,1,na,1,na,3
1,1,35,10,2,3,2,1,2,3,3,3,1,1,2,1,3,1,4,1,2,3,3,2,1,2,1,1,3,na,3
2,2,78,9,1,1,1,2,4,99,1,2,1,1,2,1,2,2,3,2,2,3,3,2,3,2,1,2,3,na,3
2,5,65,12,2,3,1,1,2,4,na,na,1,1,2,na,na,na,3,2,2,3,4,2,1,1,1,3,2,na,3
1,1,55,9,1,2,1,1,2,4,1,1,1,1,2,1,1,1,5,2,2,2,1,1,3,1,1,2,2,na,3
1,2,55,13,1,4,1,1,1,4,3,3,1,1,2,1,2,2,2,2,2,na,3,2,1,2,2,na,na,na,3
1,1,31,13,1,4,1,1,2,3,0,3,0,na,2,1,1,2,3,2,2,3,2,2,1,2,2,na,3,na,3
1,1,42,16,1,2,1,1,1,4,3,5,1,2,2,1,3,1,5,1,3,2,2,1,2,1,1,1,2,na,3
2,1,82,9,1,1,1,1,2,6,2,7,1,2,1,1,3,2,5,2,1,1,2,1,1,1,1,2,1,2,3
1,5,48,9,2,na,1,na,na,4,1,2,na,na,na,1,2,2,2,1,1,1,na,1,1,2,1,1,2,na,3
1,1,36,9,2,3,1,1,3,5,2,6,1,1,2,1,3,2,3,3,2,2,3,2,1,1,2,na,3,na,3
2,1,68,11,1,4,1,1,3,4,3,3,1,1,1,1,3,2,3,3,2,2,4,na,1,2,2,na,3,na,3
2,1,58,10,1,1,1,1,3,4,3,5,1,2,1,1,3,1,4,1,1,3,3,1,2,1,1,3,3,na,3
1,1,50,9,2,1,1,1,3,4,3,5,1,2,2,1,3,2,4,3,1,2,2,2,1,1,2,na,2,na,3
2,1,69,11,2,2,1,2,4,99,0,5,1,2,1,na,3,1,5,2,3,2,2,2,1,1,1,2,2,na,3
1,1,57,10,1,2,1,2,3,6,2,6,1,2,2,1,3,1,3,2,1,3,4,1,2,2,1,3,1,2,3
2,1,51,95,1,1,1,1,3,4,3,3,0,na,na,2,3,1,4,2,3,3,3,2,1,1,1,3,2,na,3
2,1,75,9,1,1,1,1,2,4,3,3,1,1,1,1,3,1,4,3,2,2,3,1,2,1,1,3,1,2,3
2,1,86,14,1,1,1,1,2,6,2,7,1,2,2,2,3,1,4,1,1,na,3,1,3,2,1,3,1,2,3
1,5,57,9,2,na,1,na,na,1,1,1,na,na,na,1,1,2,3,3,2,2,2,1,1,2,1,3,3,na,3
1,5,60,7,2,4,2,1,4,5,1,2,na,na,2,1,3,2,2,2,2,2,2,2,1,2,1,2,1,na,3
1,1,45,13,2,4,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,3,2,1,2,2,na,3,na,3
1,1,86,4,2,1,1,2,4,5,1,1,1,1,na,1,3,2,2,2,1,1,3,na,na,1,2,na,1,na,3
2,1,50,10,1,2,1,1,2,99,3,5,1,3,2,1,3,1,3,1,2,2,4,na,2,1,2,na,2,na,3
1,1,69,13,2,2,1,1,2,2,1,1,1,1,2,1,3,2,3,3,2,3,4,2,1,2,2,na,2,na,3
2,1,62,10,1,1,1,1,1,4,3,5,1,2,2,1,2,1,4,2,1,2,2,1,2,1,1,3,2,na,3
1,1,42,11,2,2,1,1,2,4,3,5,na,na,2,1,1,2,3,3,1,3,2,1,1,1,1,2,3,na,3
2,6,42,10,2,1,1,1,2,4,1,2,1,2,1,1,1,2,2,3,2,2,2,1,2,1,2,na,2,na,3
1,5,55,11,2,1,1,1,1,6,3,5,1,2,2,1,2,1,4,1,1,2,3,1,2,1,2,na,2,na,3
2,4,34,9,1,1,1,1,1,6,2,7,1,3,na,1,3,1,4,2,3,2,2,1,1,2,1,3,5,na,3
na,1,73,13,1,1,2,1,1,5,3,5,1,2,na,1,2,1,3,3,1,2,4,1,2,2,1,3,2,2,3
2,2,57,9,1,1,1,1,1,4,1,1,1,1,2,1,2,2,2,2,1,1,3,1,1,2,1,1,1,na,3
1,1,23,10,1,1,1,2,2,99,na,5,0,na,2,1,3,2,4,1,1,1,4,2,1,2,1,3,1,na,3
1,1,43,13,2,1,1,1,2,3,3,3,1,2,1,2,1,1,3,1,1,2,3,1,2,2,2,na,3,na,3
2,4,57,10,2,1,1,1,4,4,1,2,1,1,1,1,3,2,4,3,2,2,3,2,2,1,1,2,2,na,3
1,1,44,9,1,2,1,1,2,4,3,3,0,na,1,1,3,2,3,3,2,3,4,2,2,1,2,na,2,na,3
2,1,21,11,2,3,2,2,3,4,3,4,na,na,2,1,1,2,3,2,2,2,3,2,1,1,2,na,2,na,3
1,1,67,10,2,2,1,1,3,99,3,3,0,na,2,1,1,1,4,3,2,2,3,1,2,1,1,2,2,na,3
2,6,41,13,2,2,1,1,2,3,1,1,0,na,2,1,1,1,2,2,2,1,4,2,1,2,2,na,2,na,3
2,1,40,10,1,na,1,na,na,4,3,4,na,na,na,1,3,2,4,3,3,1,4,2,1,1,1,1,2,na,3
2,1,64,13,1,1,1,2,2,4,2,6,1,2,2,1,3,1,4,1,3,3,4,2,2,1,1,3,2,na,3
2,1,44,13,1,2,1,1,2,5,3,5,1,5,2,2,3,2,4,3,3,2,3,1,1,1,1,3,2,na,3
2,3,35,14,2,4,1,1,2,1,1,1,1,1,2,1,1,na,3,2,2,3,4,2,1,2,2,na,3,na,3
1,1,61,10,2,1,1,1,2,5,2,6,1,2,2,2,3,1,3,1,1,2,3,1,2,1,2,na,2,na,3
1,1,62,11,1,2,1,1,1,7,5,5,1,2,na,1,2,1,4,1,1,2,3,1,2,1,1,2,1,na,3
2,1,88,10,1,na,1,na,na,99,2,6,na,na,na,1,1,2,3,3,1,3,3,na,1,1,1,3,2,na,3
1,1,38,9,2,1,2,2,3,99,3,5,0,na,1,1,2,2,4,3,3,3,3,1,1,1,2,na,1,na,3
2,2,50,13,1,3,1,1,2,99,3,4,1,1,2,1,3,1,3,3,2,3,3,1,3,1,1,3,1,na,3
2,5,na,11,1,1,1,1,2,4,1,1,1,1,2,1,3,1,2,2,2,1,3,2,3,2,1,3,1,2,3
2,1,60,13,1,1,1,1,2,4,3,5,1,1,2,1,3,1,3,1,2,2,3,2,2,1,1,2,2,1,3
2,5,76,10,2,4,1,1,2,2,1,1,1,1,2,1,3,2,4,2,2,3,2,2,1,1,2,na,3,na,3
1,2,24,13,2,2,1,2,2,4,1,1,1,1,2,2,3,2,3,3,2,3,3,2,1,2,2,na,2,na,3
1,1,61,9,1,1,1,1,2,99,2,6,1,2,na,1,3,1,4,3,1,3,2,1,3,1,1,2,2,1,3
2,3,32,12,1,na,1,na,na,1,3,4,na,na,na,1,3,2,3,3,3,2,4,2,1,1,1,2,2,na,3
1,1,29,16,2,na,1,na,na,5,3,5,na,na,na,1,1,1,2,1,2,2,3,2,1,1,2,na,2,na,3
1,6,88,95,2,na,1,na,na,4,0,3,na,na,na,1,3,2,2,1,2,1,3,na,1,1,2,na,1,na,3
1,5,63,13,1,1,1,1,2,99,3,4,0,na,1,1,1,1,3,2,1,2,3,1,3,1,1,3,1,na,3
2,2,72,13,1,4,1,1,2,99,1,2,1,2,na,1,2,1,5,3,1,1,na,1,na,2,1,2,1,1,3
2,2,26,12,1,1,1,1,4,99,0,4,1,1,2,1,1,2,3,2,2,3,3,2,1,1,2,na,1,na,3
2,1,64,5,1,4,1,1,2,99,3,5,0,na,2,1,2,2,5,1,2,3,3,2,1,2,1,2,2,na,3
2,5,23,9,2,1,1,2,3,6,1,2,na,na,2,1,1,2,4,2,2,1,3,2,1,2,1,2,2,na,3
1,1,38,9,1,1,1,2,3,99,1,1,1,2,1,1,3,2,2,2,3,2,3,1,na,1,1,3,1,na,3
2,1,31,10,2,1,1,1,2,4,1,1,0,na,1,1,1,2,3,2,2,2,3,2,1,1,1,3,2,na,3
2,1,66,13,1,1,1,1,2,4,3,4,1,1,2,1,3,na,3,3,2,3,3,na,2,na,1,2,1,na,3
1,1,59,9,2,1,1,1,2,6,2,7,1,2,2,1,2,1,4,1,1,2,3,1,2,1,1,3,2,na,3
2,5,20,9,1,1,1,1,3,99,2,6,1,2,1,1,3,2,2,3,2,1,3,2,1,1,1,2,2,na,3
1,1,50,12,2,3,1,1,2,99,3,3,na,na,2,2,2,1,2,3,3,2,4,na,1,1,2,na,3,na,3
1,5,49,9,2,2,2,1,2,5,2,6,0,na,1,1,3,1,4,1,2,3,3,1,na,2,1,3,1,na,3
1,1,24,9,1,2,2,1,3,3,1,2,1,1,2,1,1,1,3,2,2,1,4,2,1,1,2,na,2,na,3
1,1,44,10,1,1,1,1,2,4,5,5,1,3,2,1,3,2,3,3,3,3,3,2,1,1,2,na,3,na,3
2,5,21,9,2,2,1,2,4,99,3,4,na,na,2,1,1,2,4,2,2,2,3,2,1,1,1,2,2,na,3
2,1,30,13,1,na,1,na,na,6,2,6,na,na,na,1,2,1,4,1,1,2,2,1,1,1,1,2,1,2,3
2,1,48,13,1,1,1,1,2,5,1,2,1,1,2,1,1,2,3,2,2,3,4,2,1,1,1,1,3,na,3
1,3,30,14,2,2,1,1,2,3,3,3,1,1,2,1,1,2,2,2,3,1,4,2,1,2,2,na,3,na,3
1,1,46,10,2,1,1,1,3,6,2,7,1,2,na,1,1,1,4,1,1,2,3,1,2,1,1,3,2,na,3
2,5,72,11,1,1,1,1,2,99,1,1,1,1,2,1,3,2,3,2,2,3,3,2,1,1,1,3,1,2,3
2,5,57,7,2,1,2,2,2,3,1,1,na,na,1,1,3,2,2,2,2,1,4,2,1,1,1,3,1,na,3
1,1,35,12,2,4,2,1,1,2,1,2,1,5,2,1,1,1,2,2,2,3,4,2,1,2,2,na,3,na,3
2,3,79,14,1,1,2,2,4,6,2,6,na,na,na,1,3,na,5,2,2,1,na,1,3,2,1,3,1,1,3
1,1,84,12,2,1,1,2,2,99,1,2,0,na,1,1,1,1,3,1,2,na,3,1,3,1,1,2,1,na,3
1,1,60,16,1,2,1,1,2,3,1,1,1,1,2,1,1,2,2,2,2,2,4,2,1,1,2,na,3,na,3
1,1,30,10,2,3,1,1,2,3,1,2,1,1,2,1,1,2,4,3,2,3,2,2,1,1,2,na,3,na,3
1,1,90,15,1,1,1,2,1,6,3,5,1,2,na,1,2,2,3,2,1,2,2,1,2,1,1,1,2,1,3
2,1,39,13,1,2,1,1,2,4,3,3,1,4,2,1,3,2,3,2,2,2,3,2,1,1,1,3,2,1,3
1,2,46,11,1,1,2,1,2,4,0,4,1,1,2,1,1,na,3,2,2,1,4,1,1,1,2,na,2,na,3
2,2,40,12,1,1,1,1,2,3,1,1,1,1,2,1,1,1,2,1,2,1,4,2,2,2,1,3,1,1,3
1,1,48,10,1,2,1,1,2,5,2,6,1,2,na,1,3,1,4,2,1,2,2,1,2,1,1,1,2,na,3
1,5,58,3,1,4,1,1,3,4,1,1,0,na,2,1,3,1,3,2,2,1,3,1,3,1,1,3,1,1,3
1,1,36,15,1,2,1,1,1,2,3,3,1,1,2,1,1,2,2,2,2,1,4,2,1,2,1,2,2,na,3
1,1,63,13,2,1,1,1,1,5,3,5,1,2,na,1,3,1,4,1,1,2,3,2,1,1,2,na,3,na,3
2,1,52,12,2,4,1,1,2,2,1,2,1,1,2,1,1,2,2,3,2,1,3,2,1,1,2,na,3,na,3
1,5,52,9,2,1,1,2,1,5,1,2,1,1,2,1,3,2,2,2,2,1,4,1,2,1,2,na,2,na,3
2,1,57,9,1,1,1,1,2,99,2,7,1,2,1,2,2,1,4,3,3,3,2,na,1,1,1,3,1,na,3
1,6,80,10,1,1,2,1,1,4,3,3,1,1,2,1,3,2,2,1,2,2,2,2,1,1,1,3,2,na,3
1,1,28,10,na,4,2,2,4,4,1,2,na,na,1,2,3,na,5,3,3,3,2,na,3,na,2,na,3,na,3
2,1,47,14,1,1,1,1,2,5,1,2,1,1,2,1,1,2,4,3,3,3,4,2,1,2,1,1,2,na,3
1,1,75,95,1,2,1,2,3,99,3,3,0,na,na,1,3,1,3,2,1,3,2,1,3,1,1,2,1,na,3
2,1,45,10,1,1,1,2,2,2,3,3,1,1,na,1,3,2,3,1,2,2,3,1,1,1,1,1,2,na,3
1,1,51,11,1,1,1,1,1,6,2,7,1,2,1,2,2,1,5,2,1,3,3,1,2,1,1,3,1,na,3
2,5,67,13,1,1,1,1,2,3,1,1,1,1,2,1,3,2,2,2,2,2,4,2,1,2,1,1,2,na,3
2,3,71,14,2,na,1,na,na,4,1,1,na,na,na,1,1,2,4,na,2,2,3,na,1,1,1,2,na,na,3
1,5,20,8,2,na,2,na,na,99,na,3,na,na,na,1,3,2,3,3,2,1,1,2,1,1,1,1,1,na,3
1,2,55,9,1,na,1,na,na,99,3,3,na,na,na,1,3,2,5,3,2,2,2,1,3,1,1,1,1,na,3
2,2,26,10,2,7,1,1,2,99,3,3,1,1,1,1,1,2,5,2,2,2,3,2,1,2,1,2,2,na,3
2,1,66,9,1,na,1,na,na,6,2,7,na,na,na,2,2,1,4,2,1,2,2,1,3,1,1,3,1,2,3
2,3,26,9,1,2,2,1,3,5,0,4,na,na,1,1,3,2,5,3,3,3,3,2,1,2,2,na,2,na,3
1,5,34,9,2,4,1,2,4,99,3,4,na,na,1,1,3,2,4,2,2,2,2,na,1,1,1,2,2,na,3
1,1,63,13,2,1,1,1,2,5,3,5,1,2,2,1,3,1,3,2,2,2,4,1,2,1,1,1,2,na,3
2,5,na,9,1,1,1,1,2,4,1,2,0,na,2,1,3,1,4,3,2,3,2,1,2,1,1,3,1,na,3
2,2,43,13,1,4,1,1,3,2,1,2,1,1,2,1,3,2,4,1,2,1,3,2,1,2,2,na,2,na,3
1,2,36,9,1,1,1,2,3,99,3,3,1,1,2,1,3,2,2,3,3,3,3,1,2,1,1,3,1,na,3
1,2,61,10,2,4,1,1,2,4,3,4,1,1,2,1,1,2,4,2,2,1,1,na,2,1,2,na,3,na,3
2,2,41,11,1,1,1,2,2,4,3,4,1,1,2,1,3,2,5,2,1,2,2,2,1,2,1,2,2,na,3
2,1,66,9,2,1,1,1,2,5,3,5,1,2,2,1,3,1,4,2,1,2,4,1,2,1,1,3,1,na,3
1,5,54,13,1,2,1,1,1,5,3,4,1,1,2,2,3,2,2,2,2,1,4,1,2,2,1,3,2,na,3
1,1,22,9,2,1,1,1,3,99,na,na,na,na,2,1,1,2,3,3,3,3,3,na,1,1,1,1,2,na,3
2,1,45,10,1,1,1,1,2,1,1,1,0,na,na,1,3,2,4,1,2,3,3,1,1,1,1,3,1,na,3
2,1,na,13,1,1,1,2,3,4,2,6,1,2,2,1,1,2,3,1,1,2,3,na,1,na,1,1,2,na,3
1,2,27,8,2,2,1,1,4,4,2,6,1,5,na,1,3,2,4,1,2,1,4,1,1,2,1,3,2,na,3
1,1,68,12,1,2,1,1,2,5,3,5,1,2,2,1,3,1,3,1,2,3,3,na,1,2,1,1,2,2,3
2,1,68,10,1,1,1,2,2,6,2,6,1,2,1,2,3,1,4,3,1,2,2,1,2,1,1,1,2,na,3
1,1,64,13,1,1,1,1,2,7,2,7,1,2,2,1,2,1,5,1,3,2,3,1,2,1,1,3,1,1,3
2,1,30,10,1,na,1,na,na,5,3,5,na,na,na,na,2,1,4,3,2,3,3,1,na,na,1,2,2,na,3
1,5,68,10,2,1,1,1,4,2,1,2,1,1,1,1,3,2,2,2,2,1,4,1,1,2,2,na,2,na,3
1,1,74,16,1,4,1,1,1,2,3,3,1,1,2,1,1,1,2,1,2,3,3,2,1,2,1,3,5,na,3
2,1,27,9,1,3,2,2,4,4,3,5,na,na,2,1,3,1,4,2,2,1,3,2,2,1,1,3,1,na,3
2,1,53,11,2,2,1,1,4,2,1,1,1,1,2,1,1,2,3,3,2,3,3,2,1,2,2,na,3,na,3
2,1,77,13,1,1,1,1,1,6,2,7,1,2,2,1,3,1,4,3,1,3,5,2,2,2,1,3,2,1,3
2,1,62,11,2,1,1,1,3,3,3,5,1,2,1,1,3,1,4,1,1,1,3,na,2,1,1,2,1,na,3
1,1,na,10,1,2,1,1,2,6,3,5,1,2,2,1,2,1,4,2,3,2,3,2,1,1,1,1,2,na,3
1,3,na,14,1,2,1,1,3,4,3,5,1,1,2,1,1,2,2,1,2,2,2,1,1,2,1,2,3,na,3
1,1,53,13,1,1,1,1,2,6,2,7,1,2,1,1,3,1,2,2,2,3,3,1,3,1,1,3,1,1,3
1,2,72,11,1,4,1,1,1,4,3,3,1,1,2,1,3,2,4,3,2,3,2,1,1,2,1,3,3,na,3
1,1,38,13,1,2,1,1,2,5,2,7,1,2,2,1,3,1,3,3,1,3,1,1,2,1,1,3,2,na,3
2,1,54,13,1,2,1,1,2,6,2,7,1,2,1,1,1,1,3,1,2,2,2,2,1,1,1,3,3,na,3
1,1,na,11,1,1,1,1,2,4,3,5,1,2,1,1,3,2,4,3,2,3,4,1,2,2,1,2,1,na,3
2,1,81,9,1,1,1,2,3,4,1,1,0,na,2,1,1,2,4,2,2,2,2,2,2,1,1,3,2,na,3
2,5,63,3,1,1,2,2,2,6,1,1,1,1,na,2,3,1,5,3,2,1,4,2,1,2,1,3,1,2,3
2,5,54,5,1,2,1,1,2,2,1,1,1,1,2,1,1,2,3,2,2,3,4,1,2,1,1,3,1,na,3
2,na,54,12,2,4,1,1,2,1,3,4,0,na,2,1,3,1,5,2,2,1,2,2,1,2,2,na,3,na,3
2,1,70,9,1,1,1,1,1,3,1,1,1,1,2,1,3,1,2,2,2,2,2,2,2,1,1,2,1,1,3
1,1,58,10,1,2,1,1,3,5,3,5,1,2,na,1,2,1,3,3,1,2,2,1,2,1,1,1,2,na,3
2,6,29,8,1,2,2,1,3,5,2,7,0,na,na,2,3,1,5,1,1,2,2,1,1,1,1,2,2,na,3
1,4,24,10,1,1,1,1,1,5,2,7,1,1,2,1,3,1,2,2,1,2,5,2,3,1,1,3,1,na,3
2,1,23,9,2,2,2,1,4,5,3,3,0,na,2,1,3,2,5,2,2,1,2,1,2,1,1,2,2,na,3
2,2,29,9,1,2,1,1,2,2,3,3,1,1,2,1,2,2,2,3,3,3,4,1,3,2,1,3,1,2,3
1,6,39,11,2,1,1,1,1,6,2,7,1,2,1,2,2,1,5,1,1,2,2,1,2,1,1,2,1,na,3
2,1,34,13,1,2,1,1,2,2,1,2,0,na,2,1,3,2,3,1,2,2,4,2,2,2,1,3,1,2,3
2,2,31,10,1,4,1,2,4,99,1,2,0,na,2,1,3,2,4,2,2,1,3,2,1,2,1,3,1,2,3
1,1,35,10,2,1,2,2,4,4,3,5,na,na,na,1,3,2,4,3,3,3,4,2,1,1,2,na,1,na,3
